APPCH:050,D,D29-Z, ,D147H,MM,P,C,EY  , ,   ,CF, ,CSL,MM,D, ,      ,1470,0080,1470,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D29-Z, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3360,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D29-Z, ,CSL,MM,D, ,VE H, ,   ,CF, ,CSL,MM,D, ,      ,0000,0000,3060,0100,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R29,JERVI,JERVI,MM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,19500, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,JERVI,SL702,MM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R29,TESAC,TESAC,MM,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,19500, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R29,TESAC,SL702,MM,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R29, ,SL702,MM,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,19500, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R29, ,SL701,MM,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2960,0050,+,02400,     ,     , ,   ,    ,   ,CSL,MM,D, , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R29, ,SL700,MM,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2960,0035, ,01185,     ,     , ,   ,-330,   , , , , , ,B,J,S;
APPCH:040,R,R29, ,MEMIE,MM,P,C,EYM ,L,010,CF,Y,CSL,MM,D, ,      ,1481,0248,1370,0220,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R29, ,MEMIE,MM,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3560,T010,+,05000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW11 ,-1100,      ,00692, ,    , ,   ;N22571081,W109565023,0000;
RWY:RW29 ,+1100,      ,00610, ,    , ,   ;N22563717,W109554578,0000;
